students_passed,num_teachers,total_students,Total_budget,dropout_rate,avg_class_size,school_distance,district_label
808,57,1230,14628,0.25,21.58,7,Kicukiro
505,98,2205,13618,0.1,22.5,3,Kicukiro
261,66,2994,12930,0.17,45.36,5,Kicukiro
286,49,2460,13758,0.2,50.2,6,Kicukiro
735,43,1909,6835,0.29,44.4,4,Kicukiro
545,15,2667,10778,0.05,177.8,2,Kicukiro
307,17,2623,12751,0.14,154.29,8,Kicukiro
346,27,2643,8729,0.12,97.89,9,Kicukiro
640,15,2907,17607,0.11,193.8,9,Kicukiro
784,66,707,7533,0.25,10.71,5,Kicukiro
299,10,2780,10414,0.1,278.0,2,Kicukiro
303,78,1599,12085,0.07,20.5,3,Kicukiro
642,78,558,9248,0.19,7.15,5,Kicukiro
427,63,1898,5322,0.12,30.13,4,Kicukiro
241,87,2681,14261,0.25,30.82,1,Kicukiro
780,78,1141,7349,0.2,14.63,4,Kicukiro
613,19,2262,18853,0.21,119.05,3,Kicukiro
401,91,1421,11406,0.13,15.62,9,Kicukiro
765,60,1648,12405,0.3,27.47,4,Kicukiro
979,60,2320,9086,0.16,38.67,9,Kicukiro
725,24,2334,11519,0.24,97.25,4,Kicukiro
271,40,1059,14888,0.11,26.48,8,Kicukiro
646,99,794,19781,0.17,8.02,7,Kicukiro
920,68,2308,8542,0.15,33.94,4,Kicukiro
545,48,2210,19974,0.27,46.04,9,Kicukiro
419,39,642,15563,0.26,16.46,2,Kicukiro
249,88,1120,8219,0.1,12.73,2,Kicukiro
637,15,2376,15317,0.19,158.4,2,Kicukiro
766,28,810,5406,0.19,28.93,5,Kicukiro
354,10,1195,10955,0.29,119.5,6,Kicukiro
729,44,607,6634,0.23,13.8,5,Kicukiro
567,81,2031,10852,0.16,25.07,9,Kicukiro
642,30,2409,12218,0.19,80.3,7,Kicukiro
715,16,1331,6624,0.29,83.19,7,Kicukiro
873,70,1191,10392,0.1,17.01,1,Kicukiro
904,44,552,7511,0.2,12.55,7,Kicukiro
416,17,1755,5618,0.08,103.24,7,Kicukiro
831,62,1803,13728,0.1,29.08,9,Kicukiro
660,94,1823,10738,0.14,19.39,7,Kicukiro
283,44,996,9468,0.29,22.64,3,Kicukiro
932,12,817,13629,0.07,68.08,1,Kicukiro
739,68,2553,9019,0.27,37.54,9,Kicukiro
652,71,2085,13034,0.29,29.37,5,Kicukiro
640,23,555,8158,0.18,24.13,3,Kicukiro
331,87,2715,16448,0.06,31.21,1,Kicukiro
475,23,1348,16796,0.08,58.61,9,Kicukiro
664,97,2616,19970,0.28,26.97,1,Kicukiro
574,75,2788,10746,0.08,37.17,2,Kicukiro
651,38,2554,5070,0.11,67.21,3,Kicukiro
919,64,923,16613,0.21,14.42,4,Kicukiro
559,15,1456,7062,0.06,97.07,1,Kicukiro
330,95,608,14202,0.22,6.4,1,Kicukiro
741,23,1701,7089,0.11,73.96,5,Kicukiro
999,21,881,8135,0.24,41.95,1,Kicukiro
666,75,2866,17725,0.08,38.21,9,Kicukiro
991,45,2859,10619,0.27,63.53,1,Kicukiro
253,23,1378,14409,0.23,59.91,5,Kicukiro
432,72,2729,16736,0.24,37.9,7,Kicukiro
879,80,1693,6330,0.06,21.16,8,Kicukiro
637,49,1158,18158,0.27,23.63,5,Kicukiro
961,96,506,7970,0.22,5.27,7,Kicukiro
262,15,2174,19401,0.3,144.93,6,Kicukiro
862,95,549,16981,0.19,5.78,1,Kicukiro
474,84,1282,11095,0.09,15.26,8,Kicukiro
338,78,743,15421,0.06,9.53,4,Kicukiro
683,97,1990,16647,0.14,20.52,5,Kicukiro
388,33,652,11210,0.08,19.76,8,Kicukiro
565,50,2402,11504,0.08,48.04,2,Kicukiro
564,67,2180,7347,0.3,32.54,7,Kicukiro
460,29,1836,10924,0.23,63.31,7,Kicukiro
229,13,922,18188,0.13,70.92,6,Kicukiro
705,50,2371,12476,0.26,47.42,6,Kicukiro
431,15,2417,6861,0.07,161.13,4,Kicukiro
860,20,1129,18968,0.12,56.45,7,Kicukiro
277,13,1524,6500,0.21,117.23,3,Kicukiro
958,73,1170,8096,0.3,16.03,8,Kicukiro
577,44,1315,14142,0.2,29.89,3,Kicukiro
828,32,2997,16916,0.27,93.66,3,Kicukiro
555,88,936,8003,0.07,10.64,7,Kicukiro
834,30,723,19382,0.21,24.1,5,Kicukiro
913,34,2314,19066,0.17,68.06,8,Kicukiro
249,94,834,8529,0.14,8.87,5,Kicukiro
925,85,1983,19139,0.1,23.33,1,Kicukiro
854,13,1809,8006,0.29,139.15,6,Kicukiro
951,80,2444,8695,0.18,30.55,2,Kicukiro
214,43,2049,7944,0.25,47.65,7,Kicukiro
287,23,783,14194,0.25,34.04,8,Kicukiro
312,30,2522,19368,0.25,84.07,1,Kicukiro
647,80,1832,5663,0.18,22.9,3,Kicukiro
242,56,2374,19189,0.28,42.39,3,Kicukiro
937,91,625,6873,0.13,6.87,3,Kicukiro
465,50,2109,19536,0.09,42.18,2,Kicukiro
339,11,2542,13806,0.21,231.09,6,Kicukiro
992,12,1426,9378,0.13,118.83,4,Kicukiro
341,69,2155,17498,0.14,31.23,3,Kicukiro
847,94,2685,6211,0.3,28.56,1,Kicukiro
269,37,2357,9413,0.13,63.7,8,Kicukiro
821,72,2038,15183,0.2,28.31,4,Kicukiro
371,51,999,10976,0.1,19.59,3,Kicukiro
484,75,1394,19614,0.14,18.59,3,Kicukiro
389,22,2539,12830,0.28,115.41,3,Kicukiro
998,13,681,14397,0.21,52.38,3,Kicukiro
644,79,2270,7219,0.12,28.73,2,Kicukiro
666,37,2588,11137,0.27,69.95,9,Kicukiro
203,36,1160,6850,0.19,32.22,1,Kicukiro
302,71,1535,12535,0.1,21.62,6,Kicukiro
586,46,2350,10174,0.21,51.09,1,Kicukiro
241,43,2272,7602,0.16,52.84,2,Kicukiro
749,72,843,16203,0.1,11.71,6,Kicukiro
595,74,2212,12883,0.05,29.89,7,Kicukiro
227,46,1682,5138,0.09,36.57,9,Kicukiro
512,66,1211,17576,0.16,18.35,4,Kicukiro
418,38,1571,12270,0.09,41.34,4,Kicukiro
896,36,1567,16030,0.29,43.53,5,Kicukiro
491,33,858,17252,0.18,26.0,9,Kicukiro
934,60,722,16702,0.26,12.03,4,Kicukiro
750,17,508,12305,0.08,29.88,7,Kicukiro
728,24,559,5921,0.06,23.29,9,Kicukiro
326,37,1733,7112,0.1,46.84,9,Kicukiro
375,34,1460,14678,0.2,42.94,6,Kicukiro
762,98,791,16865,0.06,8.07,6,Kicukiro
893,93,2328,10121,0.21,25.03,6,Kicukiro
937,99,2100,11803,0.16,21.21,5,Kicukiro
582,41,2903,8290,0.13,70.8,3,Kicukiro
942,20,1532,14730,0.07,76.6,8,Gasabo
252,82,1092,18478,0.23,13.32,3,Kicukiro
700,62,1212,10714,0.23,19.55,6,Kicukiro
310,20,998,8929,0.09,49.9,4,Kicukiro
408,63,537,14940,0.22,8.52,9,Kicukiro
395,79,706,15195,0.05,8.94,4,Kicukiro
272,32,1759,12738,0.26,54.97,9,Kicukiro
749,18,2294,18343,0.05,127.44,5,Kicukiro
537,70,2891,11721,0.16,41.3,3,Kicukiro
963,51,1772,5342,0.08,34.75,4,Kicukiro
291,90,1250,10583,0.08,13.89,5,Kicukiro
463,61,2065,8034,0.12,33.85,8,Kicukiro
838,47,2240,9560,0.21,47.66,5,Kicukiro
918,98,1006,19804,0.13,10.27,6,Kicukiro
855,21,2933,5012,0.23,139.67,1,Kicukiro
932,30,1402,16235,0.08,46.73,1,Kicukiro
965,25,675,14651,0.28,27.0,7,Kicukiro
859,59,2604,12648,0.3,44.14,2,Kicukiro
909,34,2149,18822,0.18,63.21,9,Kicukiro
258,75,925,6037,0.18,12.33,1,Kicukiro
344,29,1329,6085,0.12,45.83,9,Kicukiro
910,88,654,11982,0.24,7.43,1,Kicukiro
955,55,1777,19223,0.24,32.31,6,Kicukiro
611,51,2565,14302,0.19,50.29,9,Kicukiro
403,11,810,16906,0.27,73.64,5,Kicukiro
726,34,2420,5484,0.16,71.18,7,Kicukiro
659,59,1367,16953,0.11,23.17,2,Kicukiro
608,48,1380,8197,0.28,28.75,1,Kicukiro
790,60,1056,11105,0.26,17.6,9,Kicukiro
332,48,1932,17869,0.07,40.25,7,Kicukiro
428,53,719,8408,0.12,13.57,6,Kicukiro
401,73,1757,8587,0.15,24.07,7,Kicukiro
711,31,958,16441,0.26,30.9,7,Kicukiro
821,86,1076,11047,0.19,12.51,9,Kicukiro
262,75,1573,17954,0.16,20.97,6,Kicukiro
462,26,2490,6512,0.16,95.77,1,Kicukiro
257,53,2207,19863,0.18,41.64,3,Kicukiro
682,11,2717,14659,0.26,247.0,8,Kicukiro
869,47,2640,6581,0.19,56.17,4,Kicukiro
282,86,2963,5635,0.18,34.45,1,Kicukiro
831,76,2041,19568,0.2,26.86,2,Kicukiro
727,63,2784,8909,0.16,44.19,3,Kicukiro
957,29,1178,13218,0.29,40.62,4,Kicukiro
613,44,1321,10438,0.1,30.02,9,Kicukiro
425,97,1296,8901,0.14,13.36,9,Kicukiro
673,94,1000,5829,0.09,10.64,1,Kicukiro
582,98,1256,12879,0.27,12.82,7,Kicukiro
768,11,722,9710,0.17,65.64,9,Kicukiro
903,17,953,19504,0.18,56.06,1,Kicukiro
826,20,1257,15504,0.22,62.85,7,Kicukiro
845,94,1593,5915,0.24,16.95,4,Kicukiro
258,43,1239,17536,0.23,28.81,9,Kicukiro
578,14,1557,6602,0.3,111.21,5,Kicukiro
637,77,2481,8603,0.16,32.22,8,Kicukiro
361,82,2204,12125,0.21,26.88,4,Kicukiro
252,98,654,18843,0.11,6.67,9,Kicukiro
648,17,2248,19955,0.05,132.24,1,Kicukiro
621,44,588,13614,0.1,13.36,3,Kicukiro
915,31,1843,16125,0.06,59.45,7,Kicukiro
449,37,1497,15180,0.08,40.46,1,Kicukiro
566,80,660,7101,0.12,8.25,9,Kicukiro
384,85,615,14484,0.28,7.24,9,Kicukiro
336,84,2900,7098,0.2,34.52,9,Kicukiro
525,85,2941,15640,0.22,34.6,3,Kicukiro
835,61,2507,6149,0.09,41.1,4,Kicukiro
570,82,848,19317,0.26,10.34,1,Kicukiro
452,14,2022,12753,0.17,144.43,1,Kicukiro
936,84,871,16916,0.1,10.37,4,Kicukiro
789,68,883,11025,0.22,12.99,2,Kicukiro
376,84,2480,9545,0.2,29.52,3,Kicukiro
484,94,2415,11474,0.29,25.69,5,Kicukiro
656,90,2761,12011,0.06,30.68,5,Kicukiro
298,77,1050,19318,0.26,13.64,6,Kicukiro
513,63,735,12156,0.15,11.67,6,Kicukiro
777,75,1797,11873,0.27,23.96,4,Kicukiro
409,16,2244,12028,0.07,140.25,1,Kicukiro
843,51,1731,14415,0.18,33.94,7,Kicukiro
578,95,2335,7740,0.11,24.58,2,Kicukiro
444,77,2621,15012,0.08,34.04,7,Kicukiro
798,28,2454,6676,0.24,87.64,9,Kicukiro
335,37,569,7703,0.06,15.38,1,Kicukiro
932,17,2546,16143,0.2,149.76,3,Kicukiro
237,71,966,6312,0.13,13.61,3,Kicukiro
747,48,982,17645,0.08,20.46,3,Kicukiro
373,59,2589,19178,0.17,43.88,4,Kicukiro
359,34,2084,18016,0.08,61.29,5,Kicukiro
406,54,1573,7855,0.05,29.13,9,Kicukiro
996,51,660,11614,0.07,12.94,5,Kicukiro
484,18,2778,16248,0.29,154.33,2,Kicukiro
705,98,2855,9876,0.16,29.13,9,Kicukiro
303,96,1611,12931,0.07,16.78,9,Kicukiro
489,85,1593,19780,0.2,18.74,9,Kicukiro
648,83,1449,7934,0.06,17.46,2,Kicukiro
460,73,1582,13583,0.08,21.67,9,Kicukiro
361,29,1850,11062,0.28,63.79,1,Kicukiro
872,96,1935,10400,0.09,20.16,1,Kicukiro
259,16,775,9195,0.15,48.44,1,Kicukiro
663,94,1855,18897,0.29,19.73,3,Kicukiro
291,34,2276,15637,0.23,66.94,6,Kicukiro
541,79,2739,6381,0.19,34.67,9,Kicukiro
487,19,1643,8056,0.07,86.47,8,Kicukiro
493,56,1178,19797,0.23,21.04,6,Kicukiro
352,51,2862,5216,0.24,56.12,6,Kicukiro
861,17,1923,18546,0.26,113.12,5,Kicukiro
644,92,1000,18446,0.06,10.87,5,Kicukiro
568,37,1791,8194,0.15,48.41,1,Kicukiro
932,85,1511,18890,0.13,17.78,5,Kicukiro
447,54,1035,11981,0.29,19.17,3,Kicukiro
840,87,1502,19236,0.18,17.26,3,Kicukiro
918,68,2481,16233,0.21,36.49,8,Kicukiro
213,59,1577,8236,0.18,26.73,8,Kicukiro
860,31,1292,18552,0.18,41.68,7,Kicukiro
453,38,2216,6047,0.13,58.32,5,Kicukiro
250,53,2576,7744,0.17,48.6,3,Kicukiro
221,45,2506,7132,0.26,55.69,2,Kicukiro
326,54,975,13573,0.09,18.06,2,Kicukiro
546,60,822,9253,0.26,13.7,4,Kicukiro
636,55,782,15277,0.26,14.22,6,Kicukiro
720,80,795,9758,0.18,9.94,1,Kicukiro
834,77,2903,8595,0.15,37.7,1,Kicukiro
422,10,1452,12071,0.06,145.2,5,Kicukiro
865,52,1077,18560,0.21,20.71,2,Kicukiro
520,65,1465,6691,0.19,22.54,2,Kicukiro
855,34,2879,17448,0.1,84.68,3,Kicukiro
851,15,1328,18115,0.11,88.53,8,Kicukiro
717,52,1146,12911,0.21,22.04,9,Kicukiro
660,92,1078,7808,0.24,11.72,3,Kicukiro
704,51,2094,12490,0.29,41.06,6,Kicukiro
896,80,1361,7816,0.21,17.01,8,Kicukiro
395,70,959,7313,0.13,13.7,3,Kicukiro
786,47,2158,17911,0.06,45.91,8,Kicukiro
378,65,1900,19477,0.24,29.23,7,Kicukiro
261,48,597,6876,0.26,12.44,7,Kicukiro
421,68,1211,6753,0.25,17.81,4,Kicukiro
809,18,2168,7404,0.09,120.44,4,Kicukiro
750,76,510,17011,0.14,6.71,5,Kicukiro
457,56,1990,7524,0.29,35.54,9,Kicukiro
757,95,877,14043,0.16,9.23,4,Kicukiro
612,93,1729,8111,0.15,18.59,2,Kicukiro
831,88,557,14267,0.26,6.33,7,Kicukiro
298,54,1223,11636,0.08,22.65,2,Kicukiro
587,46,1155,13802,0.16,25.11,5,Kicukiro
852,42,1030,8001,0.13,24.52,7,Kicukiro
685,92,1407,17474,0.28,15.29,4,Kicukiro
204,49,2049,11107,0.27,41.82,1,Kicukiro
224,53,803,17686,0.13,15.15,4,Kicukiro
565,10,2167,9118,0.1,216.7,1,Kicukiro
363,16,666,18773,0.1,41.62,6,Kicukiro
572,46,2560,15321,0.06,55.65,4,Kicukiro
313,30,553,16401,0.06,18.43,5,Kicukiro
875,85,1508,19154,0.16,17.74,6,Kicukiro
525,47,779,14054,0.11,16.57,8,Kicukiro
616,57,1606,12312,0.23,28.18,9,Kicukiro
861,25,1758,17207,0.19,70.32,4,Kicukiro
674,62,993,9071,0.17,16.02,9,Kicukiro
260,85,1661,17990,0.29,19.54,2,Kicukiro
457,99,2720,11040,0.1,27.47,5,Kicukiro
614,25,2522,5694,0.16,100.88,5,Kicukiro
482,56,1457,19693,0.25,26.02,4,Kicukiro
409,69,764,11760,0.06,11.07,9,Kicukiro
663,57,2981,15104,0.1,52.3,7,Kicukiro
229,37,1791,17370,0.1,48.41,1,Kicukiro
227,24,1163,7256,0.13,48.46,6,Kicukiro
776,98,1827,9450,0.17,18.64,4,Kicukiro
266,71,714,10815,0.29,10.06,4,Kicukiro
714,37,754,11586,0.16,20.38,2,Kicukiro
835,48,2500,5152,0.11,52.08,2,Kicukiro
973,72,1048,12099,0.14,14.56,2,Kicukiro
215,66,2381,16035,0.07,36.08,7,Kicukiro
458,68,2875,14889,0.27,42.28,3,Kicukiro
226,90,1436,10912,0.27,15.96,2,Kicukiro
428,71,2825,16312,0.1,39.79,4,Kicukiro
289,95,2266,6722,0.24,23.85,6,Kicukiro
261,76,1737,8152,0.26,22.86,4,Kicukiro
914,22,846,15374,0.28,38.45,7,Kicukiro
269,67,564,10242,0.2,8.42,5,Kicukiro
673,65,1523,19659,0.16,23.43,5,Kicukiro
523,42,1252,11123,0.22,29.81,2,Kicukiro
587,49,1920,15040,0.17,39.18,7,Kicukiro
693,70,1117,8327,0.16,15.96,1,Kicukiro
571,82,1946,13377,0.16,23.73,6,Kicukiro
355,43,1433,17416,0.06,33.33,4,Kicukiro
432,84,2174,15696,0.09,25.88,3,Kicukiro
358,37,1375,16456,0.24,37.16,9,Kicukiro
449,33,1681,6092,0.07,50.94,3,Kicukiro
968,91,2310,16845,0.21,25.38,3,Kicukiro
610,46,1098,14498,0.24,23.87,9,Kicukiro
465,56,1444,7614,0.26,25.79,9,Kicukiro
444,63,1144,10796,0.18,18.16,1,Kicukiro
707,24,2565,19712,0.22,106.88,8,Kicukiro
467,41,1327,7660,0.3,32.37,8,Kicukiro
322,45,891,16442,0.25,19.8,4,Kicukiro
452,94,2445,15999,0.28,26.01,4,Kicukiro
296,75,2595,12234,0.19,34.6,8,Kicukiro
298,45,1398,14127,0.12,31.07,3,Kicukiro
861,23,2659,14597,0.15,115.61,4,Gasabo
415,55,1117,12531,0.09,20.31,6,Kicukiro
294,12,954,13941,0.08,79.5,3,Kicukiro
520,99,1385,9517,0.28,13.99,8,Kicukiro
360,38,1646,17612,0.28,43.32,5,Kicukiro
814,61,2757,18466,0.22,45.2,5,Kicukiro
410,93,812,8104,0.09,8.73,5,Kicukiro
351,87,2661,6471,0.29,30.59,2,Kicukiro
760,85,1873,14820,0.1,22.04,2,Kicukiro
351,75,1406,11463,0.15,18.75,5,Kicukiro
377,83,1199,13338,0.25,14.45,8,Kicukiro
380,69,2270,17093,0.18,32.9,2,Kicukiro
364,98,1149,8025,0.16,11.72,3,Kicukiro
948,57,1446,5251,0.11,25.37,6,Kicukiro
667,97,2724,16736,0.18,28.08,8,Kicukiro
391,34,685,19428,0.16,20.15,7,Kicukiro
561,52,2529,11727,0.08,48.63,2,Kicukiro
411,31,854,6785,0.24,27.55,5,Kicukiro
679,58,2809,9981,0.07,48.43,6,Kicukiro
360,54,752,16868,0.19,13.93,8,Kicukiro
223,86,1555,19074,0.07,18.08,9,Kicukiro
749,23,2222,5693,0.08,96.61,2,Kicukiro
642,34,1597,8323,0.2,46.97,3,Kicukiro
469,33,2748,9069,0.29,83.27,9,Kicukiro
446,75,2857,7309,0.24,38.09,3,Kicukiro
853,48,1885,15032,0.07,39.27,4,Kicukiro
552,77,1773,6795,0.29,23.03,6,Kicukiro
283,93,2670,14548,0.29,28.71,3,Kicukiro
621,75,575,18617,0.16,7.67,4,Kicukiro
426,51,2413,11315,0.15,47.31,9,Kicukiro
725,26,2971,8583,0.15,114.27,4,Kicukiro
911,87,2095,13784,0.08,24.08,1,Kicukiro
510,79,2848,19929,0.1,36.05,2,Kicukiro
235,72,1974,13681,0.09,27.42,3,Kicukiro
460,59,846,18803,0.2,14.34,4,Kicukiro
413,71,1686,8332,0.2,23.75,7,Kicukiro
731,11,1085,11695,0.13,98.64,8,Kicukiro
523,28,888,9707,0.05,31.71,1,Kicukiro
945,66,986,12700,0.27,14.94,2,Kicukiro
516,89,1887,14391,0.09,21.2,4,Kicukiro
823,77,990,15140,0.25,12.86,4,Kicukiro
935,99,1147,19235,0.1,11.59,7,Kicukiro
358,80,2412,8730,0.07,30.15,9,Kicukiro
333,86,2981,16377,0.19,34.66,7,Kicukiro
667,73,1350,8199,0.08,18.49,6,Kicukiro
374,67,1545,8550,0.07,23.06,6,Kicukiro
858,61,571,12356,0.26,9.36,6,Kicukiro
783,56,1383,7740,0.15,24.7,7,Kicukiro
299,87,1144,18386,0.09,13.15,2,Kicukiro
621,84,2716,6600,0.11,32.33,4,Kicukiro
849,42,1152,7444,0.1,27.43,5,Kicukiro
324,40,1402,8159,0.22,35.05,4,Kicukiro
456,52,2416,18864,0.25,46.46,9,Kicukiro
457,30,1212,16171,0.09,40.4,7,Kicukiro
511,60,1968,9957,0.07,32.8,1,Kicukiro
981,50,1891,7692,0.17,37.82,2,Kicukiro
920,54,1398,10651,0.24,25.89,7,Kicukiro
988,42,1945,15383,0.18,46.31,2,Kicukiro
526,64,2275,17513,0.27,35.55,8,Kicukiro
714,58,1376,14172,0.24,23.72,1,Kicukiro
733,84,2341,17834,0.29,27.87,7,Kicukiro
246,97,625,9495,0.16,6.44,4,Kicukiro
239,42,2151,6634,0.21,51.21,7,Kicukiro
987,51,834,13379,0.27,16.35,1,Kicukiro
261,96,1362,15259,0.14,14.19,3,Kicukiro
890,82,2224,16322,0.14,27.12,5,Kicukiro
390,95,2548,13228,0.16,26.82,2,Kicukiro
956,85,2005,16161,0.22,23.59,7,Kicukiro
899,94,1877,6762,0.1,19.97,8,Kicukiro
272,54,2027,7510,0.26,37.54,3,Kicukiro
801,11,2522,18918,0.16,229.27,1,Kicukiro
663,51,1842,12137,0.2,36.12,4,Kicukiro
356,77,1479,13235,0.07,19.21,6,Kicukiro
600,40,1627,13583,0.06,40.67,3,Kicukiro
588,89,1544,10742,0.18,17.35,7,Kicukiro
969,75,1923,8043,0.22,25.64,4,Gasabo
676,65,1649,11881,0.3,25.37,5,Kicukiro
503,76,1586,11931,0.07,20.87,4,Kicukiro
877,11,1673,17824,0.12,152.09,1,Kicukiro
359,34,1362,13053,0.11,40.06,7,Kicukiro
332,97,1856,7779,0.19,19.13,1,Kicukiro
496,40,757,18883,0.19,18.92,4,Kicukiro
237,28,1911,14870,0.2,68.25,2,Kicukiro
674,12,1746,15299,0.21,145.5,3,Kicukiro
218,54,1031,13204,0.27,19.09,1,Kicukiro
543,19,2907,6407,0.1,153.0,5,Kicukiro
255,55,2800,8185,0.09,50.91,2,Kicukiro
294,97,2146,11978,0.2,22.12,7,Kicukiro
604,40,2303,19794,0.1,57.58,3,Kicukiro
579,80,2890,17515,0.13,36.12,3,Kicukiro
584,95,2043,14878,0.3,21.51,8,Kicukiro
220,29,2919,19885,0.18,100.66,6,Kicukiro
274,94,2725,15765,0.15,28.99,9,Kicukiro
620,36,2077,15325,0.23,57.69,8,Kicukiro
999,61,1353,15957,0.08,22.18,3,Kicukiro
985,30,866,5013,0.14,28.87,8,Kicukiro
656,91,881,16663,0.28,9.68,1,Kicukiro
883,31,1543,12025,0.08,49.77,3,Kicukiro
566,13,2929,14003,0.19,225.31,3,Kicukiro
742,83,549,8518,0.08,6.61,7,Kicukiro
918,87,920,13346,0.23,10.57,1,Kicukiro
335,13,1500,17546,0.15,115.38,9,Kicukiro
825,11,2529,7005,0.1,229.91,1,Nyarugenge
396,93,1316,13593,0.23,14.15,3,Kicukiro
231,54,919,14166,0.27,17.02,7,Kicukiro
770,14,2480,13183,0.1,177.14,9,Kicukiro
349,33,2673,14770,0.07,81.0,3,Kicukiro
714,63,2254,13883,0.1,35.78,7,Kicukiro
912,36,2724,17045,0.09,75.67,4,Kicukiro
705,75,535,19830,0.26,7.13,5,Gasabo
247,92,2604,6331,0.28,28.3,8,Kicukiro
612,96,2156,18616,0.12,22.46,1,Kicukiro
506,74,1184,8580,0.21,16.0,2,Kicukiro
290,97,1587,14643,0.14,16.36,1,Kicukiro
754,30,1705,9820,0.07,56.83,6,Kicukiro
833,47,2632,15644,0.22,56.0,5,Kicukiro
943,12,2095,5706,0.28,174.58,3,Kicukiro
576,98,2519,18107,0.16,25.7,3,Kicukiro
391,63,2110,15361,0.27,33.49,2,Kicukiro
958,35,1008,14535,0.13,28.8,3,Kicukiro
550,16,2697,9817,0.19,168.56,3,Kicukiro
309,49,2163,18854,0.21,44.14,2,Kicukiro
261,50,1492,7892,0.07,29.84,5,Kicukiro
872,47,2141,6186,0.23,45.55,5,Kicukiro
588,61,1627,16364,0.06,26.67,2,Kicukiro
645,14,2282,9969,0.29,163.0,8,Kicukiro
737,91,2353,7814,0.18,25.86,1,Kicukiro
688,86,1165,6944,0.14,13.55,3,Kicukiro
941,70,1484,13976,0.18,21.2,2,Kicukiro
697,84,515,11599,0.22,6.13,9,Kicukiro
894,14,523,12298,0.2,37.36,1,Kicukiro
696,87,1507,11172,0.13,17.32,3,Kicukiro
471,89,1040,7269,0.09,11.69,9,Kicukiro
320,37,1646,19336,0.28,44.49,7,Kicukiro
315,93,1921,19181,0.22,20.66,9,Kicukiro
630,25,922,11903,0.16,36.88,4,Kicukiro
965,27,1668,6411,0.12,61.78,6,Kicukiro
625,88,2716,7530,0.29,30.86,5,Kicukiro
248,11,2495,18580,0.23,226.82,3,Kicukiro
522,10,2838,16279,0.11,283.8,7,Kicukiro
951,61,660,17200,0.27,10.82,7,Kicukiro
715,11,729,5545,0.21,66.27,8,Kicukiro
830,60,2829,9205,0.12,47.15,1,Kicukiro
898,78,1345,19860,0.19,17.24,8,Kicukiro
462,46,1872,12768,0.06,40.7,6,Kicukiro
555,94,984,7539,0.1,10.47,9,Kicukiro
360,64,2467,8824,0.2,38.55,6,Kicukiro
847,49,2921,16198,0.2,59.61,4,Kicukiro
605,16,684,5978,0.16,42.75,3,Kicukiro
400,64,2048,19880,0.26,32.0,1,Kicukiro
681,13,2246,16751,0.06,172.77,5,Kicukiro
434,30,1785,6801,0.24,59.5,3,Kicukiro
743,99,2444,17041,0.06,24.69,9,Kicukiro
518,74,2351,16273,0.24,31.77,8,Kicukiro
648,41,2447,6921,0.15,59.68,7,Kicukiro
671,93,904,11652,0.06,9.72,3,Kicukiro
476,24,1906,5616,0.11,79.42,4,Kicukiro
878,25,2144,11508,0.24,85.76,2,Kicukiro
560,67,2572,7464,0.28,38.39,4,Kicukiro
926,70,713,7264,0.25,10.19,3,Kicukiro
958,98,616,14788,0.06,6.29,9,Kicukiro
226,70,2490,16008,0.17,35.57,8,Kicukiro
476,93,2354,9938,0.18,25.31,4,Kicukiro
357,68,1231,6381,0.29,18.1,9,Kicukiro
568,69,2271,13893,0.23,32.91,6,Kicukiro
671,70,1695,12849,0.07,24.21,9,Kicukiro
669,56,2221,11505,0.1,39.66,4,Kicukiro
694,41,1771,13635,0.12,43.2,3,Kicukiro
451,98,2554,5383,0.14,26.06,1,Kicukiro
419,93,2686,9582,0.18,28.88,9,Kicukiro
451,60,1754,6706,0.29,29.23,5,Kicukiro
526,44,1524,7079,0.06,34.64,9,Kicukiro
960,36,1569,16885,0.21,43.58,1,Kicukiro
684,75,839,8660,0.1,11.19,4,Kicukiro
644,67,1274,17221,0.12,19.01,1,Kicukiro
510,14,1849,16659,0.14,132.07,8,Kicukiro
700,99,786,16964,0.28,7.94,7,Kicukiro
942,28,2715,7684,0.22,96.96,1,Kicukiro
844,67,2074,19288,0.09,30.96,1,Kicukiro
420,66,1522,17178,0.21,23.06,6,Kicukiro
248,26,974,6173,0.15,37.46,7,Kicukiro
718,33,2066,15436,0.17,62.61,1,Kicukiro
246,24,989,5731,0.24,41.21,1,Kicukiro
252,74,2820,16518,0.12,38.11,7,Kicukiro
766,90,2175,18374,0.3,24.17,9,Kicukiro
592,47,2624,5639,0.23,55.83,9,Kicukiro
823,62,515,19626,0.26,8.31,5,Kicukiro
426,54,1949,12644,0.18,36.09,1,Kicukiro
535,98,2374,5262,0.12,24.22,5,Kicukiro
337,22,1335,11806,0.19,60.68,1,Kicukiro
972,29,2351,8485,0.29,81.07,9,Kicukiro
842,98,2282,9400,0.08,23.29,3,Kicukiro
497,15,2720,7383,0.18,181.33,5,Kicukiro
576,44,2986,18380,0.1,67.86,3,Kicukiro
953,35,901,5869,0.29,25.74,1,Kicukiro
649,37,2846,14927,0.3,76.92,9,Kicukiro
560,92,2624,6804,0.27,28.52,5,Kicukiro
363,29,840,16877,0.19,28.97,9,Kicukiro
701,70,2578,13029,0.17,36.83,6,Kicukiro
911,28,2223,8166,0.14,79.39,3,Kicukiro
219,88,2212,6476,0.18,25.14,1,Kicukiro
250,99,2661,12792,0.2,26.88,9,Kicukiro
